Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume
04/02/18 11:00,000000001415,1,NE_NS,1,NorthEast,437,0,,14614,11,11,418,0,3,2,3
04/02/18 11:00,000000001415,2,NE_OS,1,NorthEast,370,0,,16050,14,8,356,1,4,1,0
04/02/18 11:00,000000001415,3,SW,2,SouthWest,707,0,,16177,109,1,628,1,75,2,0
04/02/18 12:00,000000001415,1,NE_NS,1,NorthEast,471,0,,14148,36,15,439,0,12,5,0
04/02/18 12:00,000000001415,2,NE_OS,1,NorthEast,470,0,,15683,13,13,451,0,6,0,0
04/02/18 12:00,000000001415,3,SW,2,SouthWest,889,0,,15742,120,0,780,0,101,6,2
04/02/18 13:00,000000001415,1,NE_NS,1,NorthEast,476,0,,14283,29,5,456,0,9,5,1
04/02/18 13:00,000000001415,2,NE_OS,1,NorthEast,442,0,,15823,5,14,425,0,2,0,1
04/02/18 13:00,000000001415,3,SW,2,SouthWest,985,0,,15649,104,3,876,4,95,7,0
04/02/18 14:00,000000001415,1,NE_NS,1,NorthEast,481,0,,14274,33,10,455,0,11,5,0
04/02/18 14:00,000000001415,2,NE_OS,1,NorthEast,438,0,,15675,7,11,423,0,3,0,1
04/02/18 14:00,000000001415,3,SW,2,SouthWest,873,0,,15747,96,3,779,4,79,5,3
04/02/18 15:00,000000001415,1,NE_NS,1,NorthEast,440,0,,14862,16,10,421,0,5,2,2
04/02/18 15:00,000000001415,2,NE_OS,1,NorthEast,386,0,,16218,13,8,373,0,5,0,0
04/02/18 15:00,000000001415,3,SW,2,SouthWest,845,0,,16290,92,1,763,1,77,1,2
04/02/18 16:00,000000001415,1,NE_NS,1,NorthEast,441,0,,14325,23,10,420,0,10,0,1
04/02/18 16:00,000000001415,2,NE_OS,1,NorthEast,406,0,,15183,17,16,382,0,6,1,1
04/02/18 16:00,000000001415,3,SW,2,SouthWest,804,0,,15625,96,4,720,3,72,5,0
04/02/18 17:00,000000001415,1,NE_NS,1,NorthEast,396,0,,14446,15,11,378,0,3,3,0
04/02/18 17:00,000000001415,2,NE_OS,1,NorthEast,362,0,,15513,11,12,346,0,3,1,0
04/02/18 17:00,000000001415,3,SW,2,SouthWest,658,0,,16136,102,1,588,2,63,4,0
04/02/18 18:00,000000001415,1,NE_NS,1,NorthEast,367,0,,14339,5,6,356,0,2,0,2
04/02/18 18:00,000000001415,2,NE_OS,1,NorthEast,362,0,,15338,14,11,345,0,4,1,1
04/02/18 18:00,000000001415,3,SW,2,SouthWest,563,0,,15718,103,1,504,0,56,2,0
04/02/18 19:00,000000001415,1,NE_NS,1,NorthEast,296,0,,14251,27,8,279,0,3,5,1
04/02/18 19:00,000000001415,2,NE_OS,1,NorthEast,296,0,,15412,7,10,284,0,1,1,0
04/02/18 19:00,000000001415,3,SW,2,SouthWest,452,0,,16059,111,0,402,0,48,2,0
04/02/18 20:00,000000001415,1,NE_NS,1,NorthEast,234,0,,14752,26,9,219,0,5,1,0
04/02/18 20:00,000000001415,2,NE_OS,1,NorthEast,233,0,,15440,4,3,228,0,0,1,1
04/02/18 20:00,000000001415,3,SW,2,SouthWest,422,0,,16393,116,0,372,1,48,1,0
04/02/18 21:00,000000001415,1,NE_NS,1,NorthEast,206,0,,14958,39,7,191,0,6,2,0
04/02/18 21:00,000000001415,2,NE_OS,1,NorthEast,217,0,,16071,18,9,204,0,4,0,0
04/02/18 21:00,000000001415,3,SW,2,SouthWest,384,0,,16431,141,1,329,0,53,1,0
04/02/18 22:00,000000001415,1,NE_NS,1,NorthEast,247,0,,15088,32,5,234,0,5,3,0
04/02/18 22:00,000000001415,2,NE_OS,1,NorthEast,220,0,,16981,9,8,209,0,2,0,1
04/02/18 22:00,000000001415,3,SW,2,SouthWest,341,0,,17233,158,1,286,0,51,3,0
04/02/18 23:00,000000001415,1,NE_NS,1,NorthEast,130,0,,15838,54,2,121,0,4,3,0
04/02/18 23:00,000000001415,2,NE_OS,1,NorthEast,156,0,,16620,45,8,141,0,7,0,0
04/02/18 23:00,000000001415,3,SW,2,SouthWest,223,0,,16746,193,0,180,0,40,3,0
05/02/18 00:00,000000001415,1,NE_NS,1,NorthEast,80,0,,15615,12,3,74,0,1,0,2
05/02/18 00:00,000000001415,2,NE_OS,1,NorthEast,118,0,,16412,42,8,105,0,5,0,0
05/02/18 00:00,000000001415,3,SW,2,SouthWest,171,0,,17632,281,0,123,0,46,2,0
05/02/18 01:00,000000001415,1,NE_NS,1,NorthEast,39,0,,15926,128,2,32,0,2,3,0
05/02/18 01:00,000000001415,2,NE_OS,1,NorthEast,71,0,,15904,28,2,67,0,2,0,0
05/02/18 01:00,000000001415,3,SW,2,SouthWest,100,0,,18972,200,0,80,0,19,1,0
05/02/18 02:00,000000001415,1,NE_NS,1,NorthEast,30,0,,16370,133,0,26,0,3,1,0
05/02/18 02:00,000000001415,2,NE_OS,1,NorthEast,59,0,,16775,0,1,58,0,0,0,0
05/02/18 02:00,000000001415,3,SW,2,SouthWest,85,0,,17784,282,0,61,0,21,3,0
05/02/18 03:00,000000001415,1,NE_NS,1,NorthEast,35,0,,16635,57,1,32,0,2,0,0
05/02/18 03:00,000000001415,2,NE_OS,1,NorthEast,64,0,,18707,62,3,57,0,2,2,0
05/02/18 03:00,000000001415,3,SW,2,SouthWest,126,0,,18439,246,0,95,0,27,4,0
05/02/18 04:00,000000001415,1,NE_NS,1,NorthEast,52,0,,16720,173,0,43,0,9,0,0
05/02/18 04:00,000000001415,2,NE_OS,1,NorthEast,92,0,,16914,43,6,82,0,4,0,0
05/02/18 04:00,000000001415,3,SW,2,SouthWest,156,0,,19637,301,0,109,0,45,2,0
05/02/18 05:00,000000001415,1,NE_NS,1,NorthEast,97,0,,16561,113,3,83,0,8,3,0
05/02/18 05:00,000000001415,2,NE_OS,1,NorthEast,94,0,,18138,96,3,82,0,9,0,0
05/02/18 05:00,000000001415,3,SW,2,SouthWest,323,0,,18338,149,1,271,0,42,6,3
05/02/18 06:00,000000001415,1,NE_NS,1,NorthEast,366,0,,14934,79,7,329,0,23,6,1
05/02/18 06:00,000000001415,2,NE_OS,1,NorthEast,320,0,,15819,69,5,293,0,18,4,0
05/02/18 06:00,000000001415,3,SW,2,SouthWest,821,0,,16311,152,1,688,5,107,18,2
05/02/18 07:00,000000001415,1,NE_NS,1,NorthEast,765,0,,11810,76,9,696,0,37,21,2
05/02/18 07:00,000000001415,2,NE_OS,1,NorthEast,725,0,,12246,58,9,674,0,37,5,0
05/02/18 07:00,000000001415,3,SW,2,SouthWest,1269,0,,13285,119,7,1105,4,138,13,2
05/02/18 08:00,000000001415,1,NE_NS,1,NorthEast,891,0,,8043,90,8,800,1,66,14,1
05/02/18 08:00,000000001415,2,NE_OS,1,NorthEast,778,0,,6595,100,14,677,6,54,24,1
05/02/18 08:00,000000001415,3,SW,2,SouthWest,1282,0,,11764,108,15,1122,4,117,21,1
05/02/18 09:00,000000001415,1,NE_NS,1,NorthEast,662,0,,11928,125,11,565,1,62,21,2
05/02/18 09:00,000000001415,2,NE_OS,1,NorthEast,687,0,,13719,51,10,641,0,34,1,1
05/02/18 09:00,000000001415,3,SW,2,SouthWest,953,0,,14174,198,2,761,0,167,22,0
05/02/18 10:00,000000001415,1,NE_NS,1,NorthEast,474,0,,14304,194,3,379,0,75,17,0
05/02/18 10:00,000000001415,2,NE_OS,1,NorthEast,446,0,,15169,90,10,395,0,39,1,1
05/02/18 10:00,000000001415,3,SW,2,SouthWest,806,0,,15041,217,7,623,0,153,22,1
05/02/18 11:00,000000001415,1,NE_NS,1,NorthEast,511,0,,14577,115,9,438,1,47,12,4
05/02/18 11:00,000000001415,2,NE_OS,1,NorthEast,390,0,,15610,97,8,344,0,36,2,0
05/02/18 11:00,000000001415,3,SW,2,SouthWest,857,0,,15241,252,4,632,3,177,39,1
05/02/18 12:00,000000001415,1,NE_NS,1,NorthEast,528,0,,14252,121,5,456,0,58,6,3
05/02/18 12:00,000000001415,2,NE_OS,1,NorthEast,418,0,,15649,69,10,379,0,26,3,0
05/02/18 12:00,000000001415,3,SW,2,SouthWest,1000,0,,14712,212,3,781,0,184,28,3
05/02/18 13:00,000000001415,1,NE_NS,1,NorthEast,528,0,,14039,100,10,464,0,45,8,0
05/02/18 13:00,000000001415,2,NE_OS,1,NorthEast,419,0,,15680,67,10,381,0,27,1,0
05/02/18 13:00,000000001415,3,SW,2,SouthWest,1029,0,,15025,184,4,832,0,161,28,4
05/02/18 14:00,000000001415,1,NE_NS,1,NorthEast,558,0,,14081,102,15,484,0,45,12,2
05/02/18 14:00,000000001415,2,NE_OS,1,NorthEast,406,0,,15708,47,5,382,0,17,2,0
05/02/18 14:00,000000001415,3,SW,2,SouthWest,1057,0,,14808,188,0,854,2,182,17,2
05/02/18 15:00,000000001415,1,NE_NS,1,NorthEast,664,0,,13484,78,6,605,1,38,14,0
05/02/18 15:00,000000001415,2,NE_OS,1,NorthEast,407,0,,15415,47,9,378,0,17,2,1
05/02/18 15:00,000000001415,3,SW,2,SouthWest,1056,0,,14867,174,4,865,0,155,29,2
05/02/18 16:00,000000001415,1,NE_NS,1,NorthEast,509,0,,7044,138,9,413,5,42,28,3
05/02/18 16:00,000000001415,2,NE_OS,1,NorthEast,697,0,,9986,40,6,660,1,24,4,2
05/02/18 16:00,000000001415,3,SW,2,SouthWest,1218,0,,12908,117,8,1065,1,130,13,1
05/02/18 17:00,000000001415,1,NE_NS,1,NorthEast,684,0,,13008,51,7,641,1,30,5,0
05/02/18 17:00,000000001415,2,NE_OS,1,NorthEast,462,0,,14515,28,15,431,1,13,0,2
05/02/18 17:00,000000001415,3,SW,2,SouthWest,1153,0,,13896,94,4,1034,5,95,13,2
05/02/18 18:00,000000001415,1,NE_NS,1,NorthEast,567,0,,13234,19,7,541,1,10,1,6
05/02/18 18:00,000000001415,2,NE_OS,1,NorthEast,416,0,,14563,19,9,398,1,7,1,0
05/02/18 18:00,000000001415,3,SW,2,SouthWest,1092,0,,14076,76,2,1005,0,75,8,2
05/02/18 19:00,000000001415,1,NE_NS,1,NorthEast,437,0,,13814,30,6,411,0,13,0,7
05/02/18 19:00,000000001415,2,NE_OS,1,NorthEast,315,0,,15219,25,8,298,0,8,0,1
05/02/18 19:00,000000001415,3,SW,2,SouthWest,697,0,,15609,110,3,614,2,71,6,1
05/02/18 20:00,000000001415,1,NE_NS,1,NorthEast,326,0,,14736,25,8,307,0,5,3,2
05/02/18 20:00,000000001415,2,NE_OS,1,NorthEast,261,0,,15870,15,12,245,0,4,0,0
05/02/18 20:00,000000001415,3,SW,2,SouthWest,525,0,,16246,150,1,443,0,71,8,2
05/02/18 21:00,000000001415,1,NE_NS,1,NorthEast,195,0,,14806,15,5,186,0,3,0,1
05/02/18 21:00,000000001415,2,NE_OS,1,NorthEast,200,0,,15947,20,6,189,0,4,0,1
05/02/18 21:00,000000001415,3,SW,2,SouthWest,418,0,,16563,98,2,373,1,39,2,1
05/02/18 22:00,000000001415,1,NE_NS,1,NorthEast,218,0,,14642,14,8,206,0,2,1,0
05/02/18 22:00,000000001415,2,NE_OS,1,NorthEast,194,0,,15690,0,5,188,0,0,0,1
05/02/18 22:00,000000001415,3,SW,2,SouthWest,331,0,,16781,196,0,266,0,55,10,0
05/02/18 23:00,000000001415,1,NE_NS,1,NorthEast,133,0,,15954,53,7,117,0,6,1,1
05/02/18 23:00,000000001415,2,NE_OS,1,NorthEast,126,0,,16179,16,5,119,0,2,0,0
05/02/18 23:00,000000001415,3,SW,2,SouthWest,199,0,,17888,171,0,164,0,30,4,1
06/02/18 00:00,000000001415,1,NE_NS,1,NorthEast,81,0,,15964,99,3,69,0,7,1,1
06/02/18 00:00,000000001415,2,NE_OS,1,NorthEast,87,0,,16443,34,3,81,0,3,0,0
06/02/18 00:00,000000001415,3,SW,2,SouthWest,124,0,,17836,210,0,98,0,23,3,0
06/02/18 01:00,000000001415,1,NE_NS,1,NorthEast,28,0,,15665,71,0,26,0,1,1,0
06/02/18 01:00,000000001415,2,NE_OS,1,NorthEast,47,0,,15384,21,0,46,0,1,0,0
06/02/18 01:00,000000001415,3,SW,2,SouthWest,67,0,,18043,254,0,50,0,16,1,0
06/02/18 02:00,000000001415,1,NE_NS,1,NorthEast,24,0,,16528,167,0,20,0,3,1,0
06/02/18 02:00,000000001415,2,NE_OS,1,NorthEast,43,0,,16311,23,1,41,0,1,0,0
06/02/18 02:00,000000001415,3,SW,2,SouthWest,77,0,,18117,221,0,60,0,16,1,0
06/02/18 03:00,000000001415,1,NE_NS,1,NorthEast,26,0,,18066,269,0,19,0,6,1,0
06/02/18 03:00,000000001415,2,NE_OS,1,NorthEast,36,0,,17523,111,1,31,0,4,0,0
06/02/18 03:00,000000001415,3,SW,2,SouthWest,82,0,,18835,305,0,56,0,20,5,1
06/02/18 04:00,000000001415,1,NE_NS,1,NorthEast,57,0,,16369,263,1,40,1,9,6,0
06/02/18 04:00,000000001415,2,NE_OS,1,NorthEast,46,0,,18508,109,2,38,1,5,0,0
06/02/18 04:00,000000001415,3,SW,2,SouthWest,126,0,,18355,151,0,107,0,16,3,0
06/02/18 05:00,000000001415,1,NE_NS,1,NorthEast,113,0,,16632,97,2,100,0,9,2,0
06/02/18 05:00,000000001415,2,NE_OS,1,NorthEast,71,0,,18560,99,2,62,0,5,2,0
06/02/18 05:00,000000001415,3,SW,2,SouthWest,338,0,,18411,136,0,291,0,40,6,1
06/02/18 06:00,000000001415,1,NE_NS,1,NorthEast,346,0,,14922,72,15,305,0,21,4,1
06/02/18 06:00,000000001415,2,NE_OS,1,NorthEast,393,0,,15291,46,7,368,0,13,5,0
06/02/18 06:00,000000001415,3,SW,2,SouthWest,807,0,,15846,154,5,669,3,114,10,6
06/02/18 07:00,000000001415,1,NE_NS,1,NorthEast,811,0,,11615,89,9,726,3,56,16,1
06/02/18 07:00,000000001415,2,NE_OS,1,NorthEast,764,0,,12281,46,9,719,0,32,3,1
06/02/18 07:00,000000001415,3,SW,2,SouthWest,1328,0,,13503,108,3,1177,3,133,11,1
06/02/18 08:00,000000001415,1,NE_NS,1,NorthEast,824,0,,9441,95,9,733,2,60,18,0
06/02/18 08:00,000000001415,2,NE_OS,1,NorthEast,866,0,,10432,50,12,809,2,39,4,0
06/02/18 08:00,000000001415,3,SW,2,SouthWest,1337,0,,13039,116,7,1167,7,143,12,0
06/02/18 09:00,000000001415,1,NE_NS,1,NorthEast,738,0,,12313,91,11,656,0,51,16,4
06/02/18 09:00,000000001415,2,NE_OS,1,NorthEast,709,0,,13550,62,10,651,0,40,4,4
06/02/18 09:00,000000001415,3,SW,2,SouthWest,976,0,,14287,167,2,809,0,134,29,2
06/02/18 10:00,000000001415,1,NE_NS,1,NorthEast,521,0,,13528,138,7,439,1,57,15,2
06/02/18 10:00,000000001415,2,NE_OS,1,NorthEast,470,0,,14957,81,7,423,1,35,3,0
06/02/18 10:00,000000001415,3,SW,2,SouthWest,810,0,,14726,211,1,633,0,152,19,4
06/02/18 11:00,000000001415,1,NE_NS,1,NorthEast,471,0,,13703,134,8,396,1,52,11,2
06/02/18 11:00,000000001415,2,NE_OS,1,NorthEast,429,0,,14733,79,8,386,1,30,4,0
06/02/18 11:00,000000001415,3,SW,2,SouthWest,866,0,,15053,217,3,669,3,165,23,3
06/02/18 12:00,000000001415,1,NE_NS,1,NorthEast,556,0,,13776,106,8,486,1,49,10,2
06/02/18 12:00,000000001415,2,NE_OS,1,NorthEast,379,0,,15114,61,9,345,0,22,1,2
06/02/18 12:00,000000001415,3,SW,2,SouthWest,967,0,,14955,198,1,770,3,157,34,2
06/02/18 13:00,000000001415,1,NE_NS,1,NorthEast,506,0,,13416,119,9,431,3,41,19,3
06/02/18 13:00,000000001415,2,NE_OS,1,NorthEast,442,0,,14555,66,7,406,0,26,3,0
06/02/18 13:00,000000001415,3,SW,2,SouthWest,1063,0,,13900,166,0,880,4,152,24,3
06/02/18 14:00,000000001415,1,NE_NS,1,NorthEast,521,0,,12567,144,10,432,3,58,17,1
06/02/18 14:00,000000001415,2,NE_OS,1,NorthEast,434,0,,13925,51,9,401,1,19,3,1
06/02/18 14:00,000000001415,3,SW,2,SouthWest,1029,0,,15088,180,2,842,0,160,25,0
06/02/18 15:00,000000001415,1,NE_NS,1,NorthEast,626,0,,10549,115,17,534,0,50,22,3
06/02/18 15:00,000000001415,2,NE_OS,1,NorthEast,578,0,,11654,66,5,533,1,31,7,1
06/02/18 15:00,000000001415,3,SW,2,SouthWest,1128,0,,13771,133,2,971,2,125,25,2
06/02/18 16:00,000000001415,1,NE_NS,1,NorthEast,428,0,,4833,157,18,336,4,27,40,2
06/02/18 16:00,000000001415,2,NE_OS,1,NorthEast,720,0,,7770,76,6,655,1,48,7,1
06/02/18 16:00,000000001415,3,SW,2,SouthWest,1198,0,,12649,128,11,1030,3,143,10,1
06/02/18 17:00,000000001415,1,NE_NS,1,NorthEast,585,0,,8848,82,6,521,2,31,17,3
06/02/18 17:00,000000001415,2,NE_OS,1,NorthEast,593,0,,11069,47,7,556,0,23,5,2
06/02/18 17:00,000000001415,3,SW,2,SouthWest,1182,0,,13068,102,5,1054,1,103,18,1
06/02/18 18:00,000000001415,1,NE_NS,1,NorthEast,626,0,,12734,18,12,597,1,7,4,2
06/02/18 18:00,000000001415,2,NE_OS,1,NorthEast,419,0,,13822,24,13,394,1,8,2,1
06/02/18 18:00,000000001415,3,SW,2,SouthWest,1121,0,,14326,88,2,1013,5,91,8,2
06/02/18 19:00,000000001415,1,NE_NS,1,NorthEast,482,0,,13408,35,11,447,1,14,3,5
06/02/18 19:00,000000001415,2,NE_OS,1,NorthEast,382,0,,14903,29,8,363,0,11,0,0
06/02/18 19:00,000000001415,3,SW,2,SouthWest,779,0,,15134,90,0,708,0,64,6,1
06/02/18 20:00,000000001415,1,NE_NS,1,NorthEast,272,0,,14261,33,4,257,0,4,5,1
06/02/18 20:00,000000001415,2,NE_OS,1,NorthEast,250,0,,15462,12,5,240,0,3,0,2
06/02/18 20:00,000000001415,3,SW,2,SouthWest,509,0,,16020,120,1,445,1,58,3,1
06/02/18 21:00,000000001415,1,NE_NS,1,NorthEast,241,0,,14934,25,4,231,0,4,2,0
06/02/18 21:00,000000001415,2,NE_OS,1,NorthEast,179,0,,15734,39,7,165,0,5,2,0
06/02/18 21:00,000000001415,3,SW,2,SouthWest,453,0,,16462,84,0,415,0,34,4,0
06/02/18 22:00,000000001415,1,NE_NS,1,NorthEast,242,0,,14966,25,5,229,0,3,3,1
06/02/18 22:00,000000001415,2,NE_OS,1,NorthEast,217,0,,16021,14,10,204,0,3,0,0
06/02/18 22:00,000000001415,3,SW,2,SouthWest,360,0,,16731,153,2,303,0,46,9,0
06/02/18 23:00,000000001415,1,NE_NS,1,NorthEast,119,0,,15857,34,4,110,1,4,0,0
06/02/18 23:00,000000001415,2,NE_OS,1,NorthEast,134,0,,16679,7,5,128,0,1,0,0
06/02/18 23:00,000000001415,3,SW,2,SouthWest,234,0,,17778,256,0,173,0,55,5,1
07/02/18 00:00,000000001415,1,NE_NS,1,NorthEast,78,0,,15527,128,2,65,0,8,2,1
07/02/18 00:00,000000001415,2,NE_OS,1,NorthEast,97,0,,16492,52,3,89,0,3,2,0
07/02/18 00:00,000000001415,3,SW,2,SouthWest,159,0,,17273,208,0,126,0,29,4,0
07/02/18 01:00,000000001415,1,NE_NS,1,NorthEast,34,0,,16193,88,1,30,0,1,2,0
07/02/18 01:00,000000001415,2,NE_OS,1,NorthEast,66,0,,15850,61,2,60,0,2,2,0
07/02/18 01:00,000000001415,3,SW,2,SouthWest,114,0,,18068,289,0,81,0,29,4,0
07/02/18 02:00,000000001415,1,NE_NS,1,NorthEast,36,0,,16428,194,1,28,0,4,3,0
07/02/18 02:00,000000001415,2,NE_OS,1,NorthEast,46,0,,16969,43,0,44,0,2,0,0
07/02/18 02:00,000000001415,3,SW,2,SouthWest,67,0,,17662,284,0,48,0,19,0,0
07/02/18 03:00,000000001415,1,NE_NS,1,NorthEast,33,0,,17466,152,2,26,0,5,0,0
07/02/18 03:00,000000001415,2,NE_OS,1,NorthEast,47,0,,16613,85,0,43,0,4,0,0
07/02/18 03:00,000000001415,3,SW,2,SouthWest,92,0,,18285,217,0,72,0,17,3,0
07/02/18 04:00,000000001415,1,NE_NS,1,NorthEast,51,0,,15866,196,1,39,0,7,3,1
07/02/18 04:00,000000001415,2,NE_OS,1,NorthEast,41,0,,17798,146,2,33,0,6,0,0
07/02/18 04:00,000000001415,3,SW,2,SouthWest,124,0,,19095,290,0,87,0,34,2,1
07/02/18 05:00,000000001415,1,NE_NS,1,NorthEast,114,0,,16457,158,4,92,0,15,3,0
07/02/18 05:00,000000001415,2,NE_OS,1,NorthEast,87,0,,17337,80,1,79,0,6,1,0
07/02/18 05:00,000000001415,3,SW,2,SouthWest,310,0,,18181,165,1,256,0,46,5,2
07/02/18 06:00,000000001415,1,NE_NS,1,NorthEast,378,0,,14691,95,6,334,0,25,11,2
07/02/18 06:00,000000001415,2,NE_OS,1,NorthEast,313,0,,15983,51,7,290,0,11,5,0
07/02/18 06:00,000000001415,3,SW,2,SouthWest,773,0,,16391,138,2,662,0,92,15,2
07/02/18 07:00,000000001415,1,NE_NS,1,NorthEast,790,0,,12141,70,11,722,1,42,13,1
07/02/18 07:00,000000001415,2,NE_OS,1,NorthEast,706,0,,12845,51,11,657,0,33,3,2
07/02/18 07:00,000000001415,3,SW,2,SouthWest,1295,0,,13926,118,8,1127,5,135,18,2
07/02/18 08:00,000000001415,1,NE_NS,1,NorthEast,871,0,,9285,68,4,807,0,43,16,0
07/02/18 08:00,000000001415,2,NE_OS,1,NorthEast,806,0,,9102,61,4,741,6,42,7,1
07/02/18 08:00,000000001415,3,SW,2,SouthWest,1281,0,,12923,109,11,1125,4,118,21,0
07/02/18 09:00,000000001415,1,NE_NS,1,NorthEast,676,0,,9485,124,13,572,1,62,22,5
07/02/18 09:00,000000001415,2,NE_OS,1,NorthEast,741,0,,10739,65,13,679,0,40,8,1
07/02/18 09:00,000000001415,3,SW,2,SouthWest,1129,0,,13071,159,1,944,2,153,26,2
07/02/18 10:00,000000001415,1,NE_NS,1,NorthEast,549,0,,13316,131,7,470,0,58,14,0
07/02/18 10:00,000000001415,2,NE_OS,1,NorthEast,458,0,,15055,98,9,402,1,43,2,1
07/02/18 10:00,000000001415,3,SW,2,SouthWest,851,0,,14696,231,5,646,1,164,33,2
07/02/18 11:00,000000001415,1,NE_NS,1,NorthEast,508,0,,13856,163,9,413,0,64,19,3
07/02/18 11:00,000000001415,2,NE_OS,1,NorthEast,401,0,,15655,77,13,356,0,28,3,1
07/02/18 11:00,000000001415,3,SW,2,SouthWest,855,0,,14983,214,0,669,0,155,28,3
07/02/18 12:00,000000001415,1,NE_NS,1,NorthEast,544,0,,13428,105,8,478,0,43,14,1
07/02/18 12:00,000000001415,2,NE_OS,1,NorthEast,475,0,,14788,72,9,431,0,30,4,1
07/02/18 12:00,000000001415,3,SW,2,SouthWest,921,0,,15094,226,1,709,1,184,24,2
07/02/18 13:00,000000001415,1,NE_NS,1,NorthEast,602,0,,13613,120,8,520,2,58,14,0
07/02/18 13:00,000000001415,2,NE_OS,1,NorthEast,449,0,,14851,51,18,407,0,22,1,1
07/02/18 13:00,000000001415,3,SW,2,SouthWest,1020,0,,14337,210,2,799,2,191,23,2
07/02/18 14:00,000000001415,1,NE_NS,1,NorthEast,627,0,,13841,132,5,538,0,72,11,1
07/02/18 14:00,000000001415,2,NE_OS,1,NorthEast,447,0,,14660,92,8,397,1,39,2,0
07/02/18 14:00,000000001415,3,SW,2,SouthWest,1058,0,,14754,189,3,847,6,178,22,1
07/02/18 15:00,000000001415,1,NE_NS,1,NorthEast,629,0,,12727,97,8,556,2,50,11,1
07/02/18 15:00,000000001415,2,NE_OS,1,NorthEast,479,0,,14396,52,6,447,0,24,1,1
07/02/18 15:00,000000001415,3,SW,2,SouthWest,1112,0,,15055,170,4,913,3,168,21,3
07/02/18 16:00,000000001415,1,NE_NS,1,NorthEast,629,0,,10017,89,8,559,4,38,18,1
07/02/18 16:00,000000001415,2,NE_OS,1,NorthEast,652,0,,11907,37,6,615,4,24,0,2
07/02/18 16:00,000000001415,3,SW,2,SouthWest,1168,0,,13753,126,6,1009,5,130,17,0
07/02/18 17:00,000000001415,1,NE_NS,1,NorthEast,516,0,,8114,101,7,445,3,36,16,1
07/02/18 17:00,000000001415,2,NE_OS,1,NorthEast,610,0,,10452,44,8,572,0,24,3,3
07/02/18 17:00,000000001415,3,SW,2,SouthWest,1241,0,,12922,101,6,1109,1,115,10,0
07/02/18 18:00,000000001415,1,NE_NS,1,NorthEast,633,0,,12954,24,8,606,0,14,1,3
07/02/18 18:00,000000001415,2,NE_OS,1,NorthEast,431,0,,13932,37,9,405,0,15,1,1
07/02/18 18:00,000000001415,3,SW,2,SouthWest,1163,0,,13875,89,1,1053,4,96,8,1
07/02/18 19:00,000000001415,1,NE_NS,1,NorthEast,469,0,,13814,26,14,437,2,9,3,3
07/02/18 19:00,000000001415,2,NE_OS,1,NorthEast,372,0,,15012,27,10,351,0,10,0,1
07/02/18 19:00,000000001415,3,SW,2,SouthWest,821,0,,15292,101,4,733,0,79,4,1
07/02/18 20:00,000000001415,1,NE_NS,1,NorthEast,335,0,,14327,21,5,321,0,6,1,2
07/02/18 20:00,000000001415,2,NE_OS,1,NorthEast,310,0,,15632,13,5,301,0,4,0,0
07/02/18 20:00,000000001415,3,SW,2,SouthWest,590,0,,16224,117,1,518,1,65,4,1
07/02/18 21:00,000000001415,1,NE_NS,1,NorthEast,273,0,,15128,33,10,254,0,7,2,0
07/02/18 21:00,000000001415,2,NE_OS,1,NorthEast,243,0,,16103,8,13,228,0,1,1,0
07/02/18 21:00,000000001415,3,SW,2,SouthWest,534,0,,16465,110,1,473,0,55,4,1
07/02/18 22:00,000000001415,1,NE_NS,1,NorthEast,242,0,,14688,21,9,226,0,2,3,2
07/02/18 22:00,000000001415,2,NE_OS,1,NorthEast,262,0,,16195,11,5,254,0,2,1,0
07/02/18 22:00,000000001415,3,SW,2,SouthWest,386,0,,16229,153,0,327,0,54,5,0
07/02/18 23:00,000000001415,1,NE_NS,1,NorthEast,143,0,,15507,35,0,136,0,5,0,2
07/02/18 23:00,000000001415,2,NE_OS,1,NorthEast,126,0,,16878,8,5,119,0,1,0,1
07/02/18 23:00,000000001415,3,SW,2,SouthWest,238,0,,17709,244,0,179,0,55,3,1
08/02/18 00:00,000000001415,1,NE_NS,1,NorthEast,75,0,,15859,107,1,65,0,6,2,1
08/02/18 00:00,000000001415,2,NE_OS,1,NorthEast,101,0,,15682,50,4,92,0,2,3,0
08/02/18 00:00,000000001415,3,SW,2,SouthWest,148,0,,17106,169,0,123,0,23,2,0
08/02/18 01:00,000000001415,1,NE_NS,1,NorthEast,50,0,,16311,100,1,44,0,4,1,0
08/02/18 01:00,000000001415,2,NE_OS,1,NorthEast,62,0,,16331,65,5,53,0,2,2,0
08/02/18 01:00,000000001415,3,SW,2,SouthWest,79,0,,18537,278,0,56,1,19,3,0
08/02/18 02:00,000000001415,1,NE_NS,1,NorthEast,36,0,,16219,222,1,27,0,5,3,0
08/02/18 02:00,000000001415,2,NE_OS,1,NorthEast,41,0,,16843,0,2,39,0,0,0,0
08/02/18 02:00,000000001415,3,SW,2,SouthWest,72,0,,18137,181,0,59,0,11,2,0
08/02/18 03:00,000000001415,1,NE_NS,1,NorthEast,36,0,,17083,139,0,31,0,5,0,0
08/02/18 03:00,000000001415,2,NE_OS,1,NorthEast,46,0,,18460,65,2,41,0,3,0,0
